Al,Si,Ti,V,Cr,Zr,Nb,Mo,Hf,Ta,W,Tm,delta,To,t,n,k,kinetics,reference,protective_sum,risk_sum,Al_Cr_interaction,thermal_dose,kinetics_class,log10_k
0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,20.0,0.0,2338.4,0.0171292989005815,1000,1,2.0,10.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (CrMoNbTaTi equiatomic)",20.0,0.0,0.0,1000,1,1.0
0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,20.0,0.0,2338.4,0.0171292989005815,1000,25,2.0,10.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (CrMoNbTaTi equiatomic)",20.0,0.0,0.0,25000,1,1.0
0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,20.0,0.0,2338.4,0.0171292989005815,1000,50,2.0,10.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (CrMoNbTaTi equiatomic)",20.0,0.0,0.0,50000,1,1.0
0.0,0.0,18.75,0.0,25.0,0.0,18.75,18.75,0.0,18.75,0.0,2311.4375,0.0173681705321525,1000,1,2.2,7.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (CrMoNbTaTi variant)",25.0,0.0,0.0,1000,2,0.8450980400142568
0.0,0.0,18.75,0.0,25.0,0.0,18.75,18.75,0.0,18.75,0.0,2311.4375,0.0173681705321525,1000,25,2.2,7.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (CrMoNbTaTi variant)",25.0,0.0,0.0,25000,2,0.8450980400142568
0.0,0.0,18.75,0.0,25.0,0.0,18.75,18.75,0.0,18.75,0.0,2311.4375,0.0173681705321525,1000,50,2.2,7.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (CrMoNbTaTi variant)",25.0,0.0,0.0,50000,2,0.8450980400142568
0.0,0.0,22.5,0.0,10.0,0.0,22.5,22.5,0.0,22.5,0.0,2392.3250000000003,0.0163339093244943,1200,1,1.5,45.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (Cr10MoNbTaTi variant)",10.0,0.0,0.0,1200,1,1.6532125137753437
0.0,0.0,22.5,0.0,10.0,0.0,22.5,22.5,0.0,22.5,0.0,2392.3250000000003,0.0163339093244943,1200,25,1.5,45.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (Cr10MoNbTaTi variant)",10.0,0.0,0.0,30000,1,1.6532125137753437
0.0,0.0,22.5,0.0,10.0,0.0,22.5,22.5,0.0,22.5,0.0,2392.3250000000003,0.0163339093244943,1200,50,1.5,45.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (Cr10MoNbTaTi variant)",10.0,0.0,0.0,60000,1,1.6532125137753437
0.0,0.0,21.25,0.0,15.0,0.0,21.25,21.25,0.0,21.25,0.0,2365.3625,0.0167864552798161,1200,1,1.6,30.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (Cr15MoNbTaTi variant)",15.0,0.0,0.0,1200,1,1.4771212547196624
0.0,0.0,21.25,0.0,15.0,0.0,21.25,21.25,0.0,21.25,0.0,2365.3625,0.0167864552798161,1200,25,1.6,30.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (Cr15MoNbTaTi variant)",15.0,0.0,0.0,30000,1,1.4771212547196624
0.0,0.0,21.25,0.0,15.0,0.0,21.25,21.25,0.0,21.25,0.0,2365.3625,0.0167864552798161,1200,50,1.6,30.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (Cr15MoNbTaTi variant)",15.0,0.0,0.0,60000,1,1.4771212547196624
0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,20.0,0.0,2338.4,0.0171292989005815,1200,1,1.8,20.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (CrMoNbTaTi equiatomic)",20.0,0.0,0.0,1200,1,1.3010299956639813
0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,20.0,0.0,2338.4,0.0171292989005815,1200,25,1.8,20.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (CrMoNbTaTi equiatomic)",20.0,0.0,0.0,30000,1,1.3010299956639813
0.0,0.0,20.0,0.0,20.0,0.0,20.0,20.0,0.0,20.0,0.0,2338.4,0.0171292989005815,1200,50,1.8,20.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (CrMoNbTaTi equiatomic)",20.0,0.0,0.0,60000,1,1.3010299956639813
0.0,0.0,18.75,0.0,25.0,0.0,18.75,18.75,0.0,18.75,0.0,2311.4375,0.0173681705321525,1200,1,2.0,14.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (CrMoNbTaTi variant)",25.0,0.0,0.0,1200,1,1.146128035678238
0.0,0.0,18.75,0.0,25.0,0.0,18.75,18.75,0.0,18.75,0.0,2311.4375,0.0173681705321525,1200,25,2.0,14.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (CrMoNbTaTi variant)",25.0,0.0,0.0,30000,1,1.146128035678238
0.0,0.0,18.75,0.0,25.0,0.0,18.75,18.75,0.0,18.75,0.0,2311.4375,0.0173681705321525,1200,50,2.0,14.0,Parabolic,"[8] Schellert et al., Corros. Sci. 192 (2021) 109861 > Fig./Table (CrMoNbTaTi variant)",25.0,0.0,0.0,60000,1,1.146128035678238
14.29,0.0,14.29,14.26,14.29,0.0,14.29,14.29,0.0,14.29,0.0,2037.512528,0.0486543538895924,1000,1,1.5,20.0,Parabolic,"[17] Waseem & Ryu, J. Alloys Compd. 828 (2020) 154427 > Table/Fig. (Al14.29Ti14.29V14.26Cr14.29Nb14.29Mo14.29Ta14.29)",28.58,14.26,204.20409999999998,1000,1,1.3010299956639813
14.29,0.0,14.29,14.26,14.29,0.0,14.29,14.29,0.0,14.29,0.0,2037.512528,0.0486543538895924,1000,25,1.5,20.0,Parabolic,"[17] Waseem & Ryu, J. Alloys Compd. 828 (2020) 154427 > Table/Fig. (Al14.29Ti14.29V14.26Cr14.29Nb14.29Mo14.29Ta14.29)",28.58,14.26,204.20409999999998,25000,1,1.3010299956639813
14.29,0.0,14.29,14.26,14.29,0.0,14.29,14.29,0.0,14.29,0.0,2037.512528,0.0486543538895924,1000,50,1.5,20.0,Parabolic,"[17] Waseem & Ryu, J. Alloys Compd. 828 (2020) 154427 > Table/Fig. (Al14.29Ti14.29V14.26Cr14.29Nb14.29Mo14.29Ta14.29)",28.58,14.26,204.20409999999998,50000,1,1.3010299956639813
0.0,0.0,25.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,1976.75,0.0422325817721237,1000,1,2.63,18.421,Cubic,"[6] Gorr et al., Adv. Eng. Mater. 23(5) (2021) 2001047 > Table/Fig. (CrNbTiZr oxidation data)",25.0,25.0,0.0,1000,2,1.2653132025542972
0.0,0.0,25.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,1976.75,0.0422325817721237,1000,4,2.63,18.421,Cubic,"[6] Gorr et al., Adv. Eng. Mater. 23(5) (2021) 2001047 > Table/Fig. (CrNbTiZr oxidation data)",25.0,25.0,0.0,4000,2,1.2653132025542972
0.0,0.0,25.0,0.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,1976.75,0.0422325817721237,1000,7,2.63,18.421,Cubic,"[6] Gorr et al., Adv. Eng. Mater. 23(5) (2021) 2001047 > Table/Fig. (CrNbTiZr oxidation data)",25.0,25.0,0.0,7000,2,1.2653132025542972
19.0,10.0,19.0,0.0,19.0,0.0,14.0,19.0,0.0,0.0,0.0,1791.2608,0.0817875898492773,1000,1,3.2,2.5,Cubic,"[13] Dewangan & Kumar, Int. J. Refract. Met. Hard Mater. 103 (2022) 105777 > Table/Fig. (Al19Si10Ti19Cr19Nb14Mo19)",48.0,0.0,361.0,1000,3,0.3979400086720376
19.0,10.0,19.0,0.0,19.0,0.0,14.0,19.0,0.0,0.0,0.0,1791.2608,0.0817875898492773,1000,50,3.2,2.5,Cubic,"[13] Dewangan & Kumar, Int. J. Refract. Met. Hard Mater. 103 (2022) 105777 > Table/Fig. (Al19Si10Ti19Cr19Nb14Mo19)",48.0,0.0,361.0,50000,3,0.3979400086720376
19.0,10.0,19.0,0.0,19.0,0.0,14.0,19.0,0.0,0.0,0.0,1791.2608,0.0817875898492773,1000,100,3.2,2.5,Cubic,"[13] Dewangan & Kumar, Int. J. Refract. Met. Hard Mater. 103 (2022) 105777 > Table/Fig. (Al19Si10Ti19Cr19Nb14Mo19)",48.0,0.0,361.0,100000,3,0.3979400086720376
19.0,10.0,19.0,0.0,19.0,0.0,14.0,19.0,0.0,0.0,0.0,1791.2608,0.0817875898492773,1100,1,3.0,4.8,Cubic,"[13] Dewangan & Kumar, Int. J. Refract. Met. Hard Mater. 103 (2022) 105777 > Table/Fig. (Al19Si10Ti19Cr19Nb14Mo19)",48.0,0.0,361.0,1100,2,0.6812412373755872
19.0,10.0,19.0,0.0,19.0,0.0,14.0,19.0,0.0,0.0,0.0,1791.2608,0.0817875898492773,1100,50,3.0,4.8,Cubic,"[13] Dewangan & Kumar, Int. J. Refract. Met. Hard Mater. 103 (2022) 105777 > Table/Fig. (Al19Si10Ti19Cr19Nb14Mo19)",48.0,0.0,361.0,55000,2,0.6812412373755872
19.0,10.0,19.0,0.0,19.0,0.0,14.0,19.0,0.0,0.0,0.0,1791.2608,0.0817875898492773,1100,100,3.0,4.8,Cubic,"[13] Dewangan & Kumar, Int. J. Refract. Met. Hard Mater. 103 (2022) 105777 > Table/Fig. (Al19Si10Ti19Cr19Nb14Mo19)",48.0,0.0,361.0,110000,2,0.6812412373755872
19.0,10.0,19.0,0.0,19.0,0.0,14.0,19.0,0.0,0.0,0.0,1791.2608,0.0817875898492773,1200,1,2.8,9.5,Cubic,"[13] Dewangan & Kumar, Int. J. Refract. Met. Hard Mater. 103 (2022) 105777 > Table/Fig. (Al19Si10Ti19Cr19Nb14Mo19)",48.0,0.0,361.0,1200,2,0.9777236052888477
19.0,10.0,19.0,0.0,19.0,0.0,14.0,19.0,0.0,0.0,0.0,1791.2608,0.0817875898492773,1200,25,2.8,9.5,Cubic,"[13] Dewangan & Kumar, Int. J. Refract. Met. Hard Mater. 103 (2022) 105777 > Table/Fig. (Al19Si10Ti19Cr19Nb14Mo19)",48.0,0.0,361.0,30000,2,0.9777236052888477
19.0,10.0,19.0,0.0,19.0,0.0,14.0,19.0,0.0,0.0,0.0,1791.2608,0.0817875898492773,1200,50,2.8,9.5,Cubic,"[13] Dewangan & Kumar, Int. J. Refract. Met. Hard Mater. 103 (2022) 105777 > Table/Fig. (Al19Si10Ti19Cr19Nb14Mo19)",48.0,0.0,361.0,60000,2,0.9777236052888477
18.0,12.0,16.0,0.0,18.0,0.0,18.0,18.0,0.0,0.0,0.0,1816.6776,0.0864603285155718,1000,1,3.8,1.8,Quartic,"[13] Dewangan & Kumar, Int. J. Refract. Met. Hard Mater. 103 (2022) 105777 > Table/Fig. (AlCrFeMnNiWx variant; Al18Si12Ti16Cr18Nb18Mo18)",48.0,0.0,324.0,1000,3,0.25527250510330607
18.0,12.0,16.0,0.0,18.0,0.0,18.0,18.0,0.0,0.0,0.0,1816.6776,0.0864603285155718,1000,50,3.8,1.8,Quartic,"[13] Dewangan & Kumar, Int. J. Refract. Met. Hard Mater. 103 (2022) 105777 > Table/Fig. (AlCrFeMnNiWx variant; Al18Si12Ti16Cr18Nb18Mo18)",48.0,0.0,324.0,50000,3,0.25527250510330607
18.0,12.0,16.0,0.0,18.0,0.0,18.0,18.0,0.0,0.0,0.0,1816.6776,0.0864603285155718,1000,100,3.8,1.8,Quartic,"[13] Dewangan & Kumar, Int. J. Refract. Met. Hard Mater. 103 (2022) 105777 > Table/Fig. (AlCrFeMnNiWx variant; Al18Si12Ti16Cr18Nb18Mo18)",48.0,0.0,324.0,100000,3,0.25527250510330607
18.0,12.0,16.0,0.0,18.0,0.0,18.0,18.0,0.0,0.0,0.0,1816.6776,0.0864603285155718,1100,1,4.0,3.2,Quartic,"[13] Dewangan & Kumar, Int. J. Refract. Met. Hard Mater. 103 (2022) 105777 > Table/Fig. (AlCrFeMnNiWx variant; Al18Si12Ti16Cr18Nb18Mo18)",48.0,0.0,324.0,1100,3,0.505149978319906
18.0,12.0,16.0,0.0,18.0,0.0,18.0,18.0,0.0,0.0,0.0,1816.6776,0.0864603285155718,1100,50,4.0,3.2,Quartic,"[13] Dewangan & Kumar, Int. J. Refract. Met. Hard Mater. 103 (2022) 105777 > Table/Fig. (AlCrFeMnNiWx variant; Al18Si12Ti16Cr18Nb18Mo18)",48.0,0.0,324.0,55000,3,0.505149978319906
18.0,12.0,16.0,0.0,18.0,0.0,18.0,18.0,0.0,0.0,0.0,1816.6776,0.0864603285155718,1100,100,4.0,3.2,Quartic,"[13] Dewangan & Kumar, Int. J. Refract. Met. Hard Mater. 103 (2022) 105777 > Table/Fig. (AlCrFeMnNiWx variant; Al18Si12Ti16Cr18Nb18Mo18)",48.0,0.0,324.0,110000,3,0.505149978319906
